sigl,cellid,enbrnc,lcid,xarfcn,unit,band,fc,asu,signal,lat,lon,acc,bearing,alt,rsrq,rssnr,ss,ta,Temperature,Dew Point,Humidity,WindSpeed,WindGust,Pressure,Precip
4,10108929,39488,1,66611,330,66,2127.5,51,-89,39.0415983,-94.5880788,11.9,146.5,220.3,-13,-2.8,29,4,84,72,67,13,0,28.79,0
4,10108929,39488,1,66611,330,66,2127.5,51,-89,39.0412766,-94.5880635,17.1,179.2,220.3,-13,-5.6,29,4,84,72,67,13,0,28.79,0
4,5130754,20042,2,66611,436,66,2127.5,50,-90,39.0408146,-94.5880399,6.4,175.7,220.3,-14,3.6,29,4,84,72,67,13,0,28.79,0
4,5130754,20042,2,66611,436,66,2127.5,50,-90,39.0408087,-94.5880487,12.9,184.9,220.3,-14,3.2,29,4,84,72,67,13,0,28.79,0
4,5130754,20042,2,66611,436,66,2127.5,52,-88,39.0408544,-94.5880581,9.6,342.5,220.3,-12,6.6,28,-1,84,72,67,13,0,28.79,0
4,5130754,20042,2,66611,436,66,2127.5,51,-89,39.0408898,-94.5880528,8.6,16.1,220.3,-15,5.2,30,5,84,72,67,13,0,28.79,0
4,5130754,20042,2,66611,436,66,2127.5,51,-89,39.0409087,-94.5880547,7.5,336.4,220.3,-15,5,30,5,84,72,67,13,0,28.79,0
4,5130754,20042,2,66611,436,66,2127.5,56,-84,39.040537,-94.5881454,5.7,183.3,226.8,-13,6.4,31,-1,84,72,67,13,0,28.79,0
4,5130754,20042,2,66611,436,66,2127.5,56,-84,39.0400404,-94.588198,8,187.8,226.8,-11,6.2,29,3,84,72,67,13,0,28.79,0
4,5130754,20042,2,66611,436,66,2127.5,56,-84,39.040017,-94.5881859,9.6,175.6,227.8,-11,7.4,29,3,84,72,67,13,0,28.79,0
4,5130754,20042,2,66611,436,66,2127.5,52,-88,39.0399525,-94.587673,12.9,93.6,227.8,-12,3.4,28,-1,84,72,67,13,0,28.79,0
4,5130754,20042,2,66611,436,66,2127.5,62,-78,39.0398435,-94.5871874,8,177,227.5,-14,4.6,31,-1,84,72,67,13,0,28.79,0
4,5130754,20042,2,66611,436,66,2127.5,46,-94,39.0391893,-94.5871741,9.6,179.9,230.8,-16,-3.4,29,5,84,72,67,13,0,28.79,0
4,10108931,39488,3,66611,380,66,2127.5,59,-81,39.0386493,-94.5871264,8.6,182.3,230.8,-9,14.2,30,-1,84,72,67,13,0,28.79,0
4,10108931,39488,3,66611,380,66,2127.5,59,-81,39.0384341,-94.5871325,6.4,194.5,230,-9,9.4,30,-1,84,72,67,13,0,28.79,0
4,10108931,39488,3,66611,380,66,2127.5,57,-83,39.0383323,-94.5872138,8,192.6,230,-13,10.6,31,2,84,72,67,13,0,28.79,0
4,10108931,39488,3,66611,380,66,2127.5,57,-83,39.0383491,-94.5872251,8.3,198.1,235.4,-13,10.8,31,2,84,72,67,13,0,28.79,0
4,5130497,20041,1,66611,165,66,2127.5,58,-82,39.0383492,-94.5872212,7.3,197.4,235.4,-11,11.2,31,-1,84,72,67,13,0,28.79,0
4,5130497,20041,1,66611,165,66,2127.5,58,-82,39.0379244,-94.5871916,7.5,178.9,235.4,-11,13.6,31,-1,84,72,67,13,0,28.79,0
4,5130497,20041,1,66611,165,66,2127.5,56,-84,39.0369169,-94.5872127,7,178.4,235.4,-10,11.4,30,2,84,72,67,13,0,28.79,0
4,5130497,20041,1,66611,165,66,2127.5,47,-93,39.0366898,-94.5871957,8.6,179.8,235.4,-14,7.4,27,2,84,72,67,13,0,28.79,0
4,5130497,20041,1,66611,165,66,2127.5,47,-93,39.036646,-94.587234,8.2,181.1,228.6,-14,-1.2,27,2,84,72,67,13,0,28.79,0
4,5130497,20041,1,66611,165,66,2127.5,50,-90,39.0364259,-94.5872519,13.5,181,230.3,-16,1.4,28,-1,84,72,67,13,0,28.79,0
4,5130497,20041,1,66611,165,66,2127.5,50,-90,39.0356981,-94.5871886,15,177,230.3,-16,5.4,28,-1,84,72,67,13,0,28.79,0
4,10118669,39526,13,876,332,2,1957.6,51,-89,39.035288,-94.587231,9.6,182.7,230.3,-12,1.6,29,-1,84,72,67,13,0,28.79,0
4,25670668,100276,12,876,112,2,1957.6,59,-81,39.0351452,-94.5873012,8.2,182.8,230.3,-14,-3.2,31,3,84,72,67,13,0,28.79,0
4,25670668,100276,12,876,112,2,1957.6,59,-81,39.0351625,-94.5873276,10.4,184.3,238.3,-14,12.2,31,3,84,72,67,13,0,28.79,0
4,25670668,100276,12,876,112,2,1957.6,56,-84,39.0351097,-94.5873278,8.7,184.1,238.2,-12,-1.2,31,3,84,72,67,13,0,28.79,0
4,25670668,100276,12,876,112,2,1957.6,56,-84,39.0348887,-94.5869921,7.5,90.7,238.3,-12,2.8,31,3,84,72,67,13,0,28.79,0
4,5125645,20022,13,876,2,2,1957.6,49,-91,39.0348466,-94.5856171,9.6,91.1,238.3,-17,3,30,-1,84,72,67,13,0,28.79,0
4,5125645,20022,13,876,2,2,1957.6,42,-98,39.0348741,-94.5848918,7.5,86.8,238.3,-20,4.8,26,6,84,72,67,13,0,28.79,0
4,25670668,100276,12,876,112,2,1957.6,47,-93,39.0348431,-94.5848547,4.3,101.5,228.1,-15,-1.8,27,-1,84,72,67,13,0,28.79,0
4,25670668,100276,12,876,112,2,1957.6,47,-93,39.0347973,-94.5846123,6.9,97,227.8,-12,-2.4,26,4,84,72,67,13,0,28.79,0
4,25670668,100276,12,876,112,2,1957.6,47,-93,39.0347647,-94.5842979,9.6,119.7,227.8,-12,-1.2,26,4,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,60,-80,39.0345513,-94.5841492,8.6,172.4,228.1,-14,7,31,5,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,54,-86,39.0344143,-94.5842737,8.4,352.6,228.1,-14,2.6,31,5,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,54,-86,39.0344567,-94.5840874,35.6,356.9,228.1,-14,3.6,31,5,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,52,-88,39.0344496,-94.584099,21.3,122.7,228.1,-13,3.6,30,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,52,-88,39.0345604,-94.584249,16.6,359.8,229.3,-13,-3,30,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,58,-82,39.0346219,-94.58423,21.5,67,229.3,-14,5.2,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,58,-82,39.0345424,-94.5840541,11.4,90.6,229.3,-14,7.8,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,59,-81,39.0345148,-94.5840177,9.1,90.1,229.3,-10,4,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,59,-81,39.0346459,-94.5843268,9.1,300.5,229.3,-10,7,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,59,-81,39.0346954,-94.5844165,5.1,303.7,229.3,-10,6.8,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,56,-84,39.0346999,-94.584396,67.9,37.8,229.3,-11,3.6,30,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,56,-84,39.0346981,-94.5843694,7.4,85.2,229.3,-11,3,30,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,56,-84,39.0345445,-94.5840977,7.9,103.9,229.3,-11,3,30,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,57,-83,39.0346206,-94.5841236,13.3,52.2,229.3,-13,4.6,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,57,-83,39.0346901,-94.5841016,18.6,53.5,226.4,-13,7.4,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,57,-83,39.0346934,-94.5840891,15.7,76.2,222.5,-13,4,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,57,-83,39.0347191,-94.584041,13.7,74,221.4,-13,4,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,59,-81,39.0346833,-94.5839169,11.7,97,221.8,-13,4.6,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,59,-81,39.0346963,-94.5838302,13.4,84,222.1,-13,3.8,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,59,-81,39.034723,-94.5837412,15.2,84.2,222.6,-13,3.8,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,63,-77,39.0347419,-94.5836512,16.1,69.2,223,-10,2,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,63,-77,39.0347613,-94.583569,11.5,75.8,222.7,-10,6,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,55,-85,39.034758,-94.5835648,22.7,214.7,222.2,-13,6,31,4,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,55,-85,39.0347269,-94.5834325,20.9,83.7,222.7,-13,9,31,4,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,58,-82,39.034726,-94.5833759,19.6,82.2,222.2,-14,6.6,31,4,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,61,-79,39.0346884,-94.583304,18.7,100.1,222.7,-10,12.4,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,61,-79,39.0346038,-94.5832504,18.5,125.4,225.2,-10,12.4,31,-1,84,72,67,13,0,28.79,0
4,10118668,39526,12,876,52,2,1957.6,61,-79,39.0345938,-94.5832097,22.4,107.2,228.1,-10,7.4,31,-1,84,72,67,13,0,28.79,0
4,8792588,34346,12,876,400,2,1957.6,46,-94,39.0615237,-94.5872068,15.7,0,0,-14,17.2,26,2,84,72,67,13,0,28.79,0
4,8792588,34346,12,876,400,2,1957.6,46,-94,39.0615235,-94.5872058,17,104.4,267.1,-14,16.2,26,2,84,72,67,13,0,28.79,0
4,8792588,34346,12,876,400,2,1957.6,47,-93,39.0615193,-94.5872366,16.8,251.8,260.4,-11,16.4,26,3,84,72,67,13,0,28.79,0
4,8792588,34346,12,876,400,2,1957.6,48,-92,39.0615202,-94.5872167,16.2,71.7,252.3,-13,17,27,3,84,72,67,13,0,28.79,0
4,8792588,34346,12,876,400,2,1957.6,48,-92,39.0615227,-94.5872159,14.1,256.9,251.7,-13,18.2,27,3,84,72,67,13,0,28.79,0
4,8792588,34346,12,876,400,2,1957.6,46,-94,39.0615142,-94.587215,13.1,178.7,251.7,-11,14.8,25,3,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,49,-91,39.0615181,-94.5872132,13.7,10,251.7,-10,21.2,26,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,50,-90,39.0615166,-94.5872078,12,102.1,251.7,-15,23.4,29,2,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,50,-90,39.0615164,-94.5872071,10.9,198.6,251.7,-15,23.4,29,2,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,43,-97,39.0615125,-94.5872077,12.6,170.9,251.7,-15,15.8,26,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,43,-97,39.0615026,-94.5871968,14.3,131.9,247.4,-15,18,26,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,60,-80,39.0615113,-94.5871771,16.4,40.5,247.4,-12,18.4,31,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,60,-80,39.0615214,-94.5871679,17.7,44.9,250.4,-12,20,31,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,53,-87,39.0614796,-94.5870705,19.5,113.7,247.4,-7,22.2,27,2,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,53,-87,39.0614814,-94.5870413,17.3,77.5,251.7,-7,19.8,27,2,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,55,-85,39.0615368,-94.58706,17.9,19.8,251.7,-13,27,30,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,55,-85,39.0616267,-94.5870902,17.8,353.6,248.5,-13,17,30,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,57,-83,39.0617537,-94.5870677,14.4,7.7,249.4,-11,22.6,31,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,56,-84,39.0618585,-94.5870277,12.2,4.4,249.4,-11,14.4,30,2,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,56,-84,39.0619322,-94.5869978,11.8,42.9,251,-11,20,30,2,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,60,-80,39.0619864,-94.5869493,12.1,44.6,249.4,-11,19.4,31,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,60,-80,39.0620303,-94.5869001,12.2,64.2,249.6,-11,20.6,31,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,58,-82,39.0620503,-94.5868279,12.6,77.6,248.5,-11,16.6,31,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,58,-82,39.0620662,-94.586763,13.3,67.6,248.5,-11,21.2,31,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,56,-84,39.0620718,-94.5866937,16.2,82,248.5,-8,18.4,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,56,-84,39.0620826,-94.586699,12.7,59.5,248.5,-8,18.4,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,49,-91,39.0620738,-94.5866501,14.9,178.4,248.5,-11,18.4,26,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,49,-91,39.0620629,-94.5865898,14.2,130.6,248.5,-11,18.4,26,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,55,-85,39.0620618,-94.5865444,17.1,115.1,248.5,-12,27.2,30,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,55,-85,39.0620981,-94.5864008,18.3,77.1,249.6,-12,23,30,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,50,-90,39.0621104,-94.5863922,19.8,76.2,250.3,-14,16.4,29,3,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,50,-90,39.0621285,-94.5863656,16.4,46.2,248.5,-14,21.6,29,3,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,56,-84,39.0622347,-94.5861504,16.8,19.1,250.3,-12,17.4,31,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,56,-84,39.062237,-94.5861345,22.2,89.7,248.8,-12,19,31,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,58,-82,39.0622628,-94.5860929,16.2,67,250.3,-10,18.6,31,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,53,-87,39.0623066,-94.5860557,18.2,33.8,250.3,-13,17,29,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,53,-87,39.0624064,-94.58599,19.2,25.1,251.1,-13,18.4,29,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,59,-81,39.0625343,-94.5858669,16.1,30.9,250.3,-7,15.8,29,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,59,-81,39.0626105,-94.5858508,17.6,19.6,251.1,-7,19.2,29,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,52,-88,39.0626814,-94.5858093,18.3,24.9,251.1,-10,18,26,2,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,52,-88,39.062732,-94.5856992,17.4,41.6,254.7,-10,18,26,2,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,53,-87,39.0627816,-94.5856297,15.7,40,251.1,-8,15.8,26,2,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,53,-87,39.0628264,-94.5855941,15.1,40.4,251.1,-8,18.2,26,2,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,52,-88,39.0629014,-94.5856267,13.8,3.8,255,-16,18,30,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,52,-88,39.0630171,-94.5856586,14,358.6,258.5,-16,18.2,30,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,62,-78,39.0631204,-94.5856529,13.5,2,258.7,-11,18.8,31,2,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,62,-78,39.0631937,-94.585666,14.4,357.7,257.9,-11,14,31,2,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,47,-93,39.0632631,-94.5856728,14.8,358.6,257.9,-8,13,24,3,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,47,-93,39.0633086,-94.5856852,17.5,357.2,257.9,-8,11,24,3,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,47,-93,39.063354,-94.5857022,20.2,357.6,257.9,-12,13.2,26,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,47,-93,39.0634245,-94.585722,16.9,351.3,254.8,-12,10.6,26,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,51,-89,39.0634905,-94.5857287,15.9,356.6,254.8,-12,7.6,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,51,-89,39.0635223,-94.5857352,16,340.3,254.8,-12,7.6,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,47,-93,39.0635197,-94.5857244,14.8,0.1,254.8,-13,11,27,3,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,48,-92,39.0635326,-94.5857139,18.2,1.2,254.7,-13,10.2,28,3,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,49,-91,39.0635622,-94.585702,9.6,327.8,254.8,-15,10.2,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,52,-88,39.063571,-94.5857025,6.4,282.7,254.8,-11,12,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,52,-88,39.0635822,-94.5857279,6.9,300.7,254.8,-11,12,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,47,-93,39.0635886,-94.5857404,7.7,303.2,254.8,-10,10.4,25,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,50,-90,39.0635928,-94.5857484,5.4,304.3,255.5,-12,10,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,50,-90,39.0635931,-94.5857479,9.3,53,255,-12,13.4,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,50,-90,39.0635914,-94.5857367,8.6,299.8,255.6,-13,13.4,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,51,-89,39.0635954,-94.5857398,13.8,72.7,255.6,-12,12,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,53,-87,39.0635824,-94.5857451,13.9,259.5,254.8,-13,10.6,30,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,53,-87,39.063586,-94.5857438,12.7,270.2,254.8,-13,11,30,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,49,-91,39.0635936,-94.585743,11.7,90,254.8,-10,8.2,26,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,49,-91,39.0635942,-94.5857452,11.4,272.7,254.7,-10,12.8,26,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,51,-89,39.0635958,-94.5857579,11.6,263.2,254.7,-12,12.8,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,46,-94,39.0635935,-94.585759,11.4,216.1,254.7,-13,15,26,3,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,46,-94,39.0635913,-94.5857729,11.1,267.7,254.7,-13,13.4,26,3,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,46,-94,39.0635914,-94.5857666,11.1,297.7,254.7,-13,13.4,26,3,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,49,-91,39.0635945,-94.585774,301.5,297.1,255,-14,11.6,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,49,-91,39.0635717,-94.5858522,16,249,254.8,-14,11.6,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,54,-86,39.0635528,-94.585843,12.9,110.7,254.8,-12,11.8,30,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,52,-88,39.063561,-94.5858442,8.6,334,254.8,-10,11.8,27,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,51,-89,39.0635646,-94.5858413,8.6,79.4,254.4,-12,9.4,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,53,-87,39.0635641,-94.5858474,7.5,277.7,254.8,-9,13.2,27,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,53,-87,39.0635644,-94.5858506,7.5,277.3,254.8,-9,12,27,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,45,-95,39.0635645,-94.5858532,13.9,273.5,255.5,-14,9.8,26,3,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,45,-95,39.0635637,-94.5858521,16.2,140.2,254.7,-14,9.8,26,3,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,47,-93,39.0635627,-94.5858506,9.6,136,257.2,-16,11.2,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,52,-88,39.0635615,-94.5858477,9.6,119,254.8,-13,12.4,29,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,52,-88,39.0635323,-94.5858705,11.7,210.8,254.8,-13,14,29,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,48,-92,39.0634434,-94.5858075,12.4,161.8,254.7,-13,13.2,27,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,49,-91,39.0617818,-94.5857834,5.4,182,258.7,-14,20.6,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,49,-91,39.0606322,-94.5858549,5.4,182,248.5,-14,15.6,28,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,52,-88,39.0599048,-94.5859312,7.5,182.1,248.5,-8,16,26,3,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,43,-97,39.0584845,-94.5860785,8.6,184,248.5,-15,13,24,-1,84,72,67,13,0,28.79,0
4,5122562,20010,2,66611,445,66,2127.5,43,-97,39.057746,-94.5861533,6.4,182.1,249.5,-15,7.2,24,-1,84,72,67,13,0,28.79,0
2,5122562,20010,2,66611,445,66,2127.5,31,-109,39.0565849,-94.5861925,9.6,184.9,249.5,-16,-4.6,20,5,84,72,67,13,0,28.79,0
2,5122562,20010,2,66611,445,66,2127.5,30,-110,39.056321,-94.5862355,6.4,182.3,249.5,-16,-3.6,20,5,84,72,67,13,0,28.79,0
2,5122562,20010,2,66611,445,66,2127.5,30,-110,39.0563596,-94.5862528,8.6,274,254.4,-16,-3.6,20,5,84,72,67,13,0,28.79,0
2,5122562,20010,2,66611,445,66,2127.5,28,-112,39.056396,-94.586187,9.6,10.1,255,-18,-8.8,19,6,84,72,67,13,0,28.79,0
2,5122562,20010,2,66611,445,66,2127.5,28,-112,39.0564069,-94.5861793,10.4,180,255.2,-18,-6,19,6,84,72,67,13,0,28.79,0
2,5122562,20010,2,66611,445,66,2127.5,29,-111,39.0564028,-94.5862211,11.4,300.3,255.2,-19,-3.4,21,-1,84,72,67,13,0,28.79,0
2,5122562,20010,2,66611,445,66,2127.5,28,-112,39.0564002,-94.5862128,11.2,148.5,254.4,-20,-7.2,20,7,84,72,67,13,0,28.79,0
2,5122562,20010,2,66611,445,66,2127.5,22,-118,39.0559212,-94.58609,9.6,165.6,252.8,-19,-5.2,17,-1,84,72,67,13,0,28.79,0
2,5122562,20010,2,66611,445,66,2127.5,22,-118,39.0556655,-94.5861703,9.6,192.8,254.4,-19,-7.6,17,-1,84,72,67,13,0,28.79,0
2,5122562,20010,2,66611,445,66,2127.5,24,-116,39.0557176,-94.5861815,6.4,345.8,254.1,-20,-3.8,20,7,84,72,67,13,0,28.79,0
2,5122562,20010,2,66611,445,66,2127.5,24,-116,39.0557247,-94.586185,7.5,327.4,253.9,-20,7.6,20,7,84,72,67,13,0,28.79,0
3,9087500,35498,12,876,13,2,1957.6,40,-100,39.0550879,-94.5862874,5.7,183.5,254.4,-11,12.8,22,-1,84,72,67,13,0,28.79,0
4,9087500,35498,12,876,13,2,1957.6,44,-96,39.0541779,-94.5863457,6.4,182,255.4,-13,12,25,6,84,72,67,13,0,28.79,0
4,9087500,35498,12,876,13,2,1957.6,42,-98,39.053826,-94.5863119,7.5,180,255.4,-17,0.6,28,5,84,72,67,13,0,28.79,0
4,9087500,35498,12,876,13,2,1957.6,45,-95,39.0530015,-94.5864161,6.4,188,255.4,-10,18.6,25,-1,84,72,67,13,0,28.79,0
4,9087500,35498,12,876,13,2,1957.6,45,-95,39.0523991,-94.586394,6.4,182.9,255.4,-10,15.4,25,-1,84,72,67,13,0,28.79,0
4,9087500,35498,12,876,13,2,1957.6,45,-95,39.0519243,-94.5863675,6.4,182,255.4,-10,15.4,25,-1,84,72,67,13,0,28.79,0
4,9087500,35498,12,876,13,2,1957.6,47,-93,39.0510228,-94.5863855,32.8,180.1,244.3,-11,8.2,26,-1,84,72,67,13,0,28.79,0
3,9087500,35498,12,876,13,2,1957.6,40,-100,39.0503762,-94.5864753,10.7,181.1,244.3,-15,-1.6,24,5,84,72,67,13,0,28.79,0
3,9087500,35498,12,876,13,2,1957.6,40,-100,39.0499499,-94.5865189,8.6,182,244.3,-15,-1.6,24,5,84,72,67,13,0,28.79,0
4,9087500,35498,12,876,13,2,1957.6,43,-97,39.0497379,-94.586555,6.4,177.2,244.3,-14,7,26,-1,84,72,67,13,0,28.79,0
4,9844235,38454,11,876,249,2,1957.6,43,-97,39.049591,-94.586525,8.6,174.3,244.3,-16,3.2,25,-1,84,72,67,13,0,28.79,0
4,9844235,38454,11,876,249,2,1957.6,43,-97,39.0495343,-94.5864941,7.5,208.8,243,-16,2.6,25,-1,84,72,67,13,0,28.79,0
4,9844235,38454,11,876,249,2,1957.6,42,-98,39.0494903,-94.5865122,9.7,176.2,243,-16,1,26,6,84,72,67,13,0,28.79,0
