signal,timerange,Temperature,DewPoint,Humidity,Wind,WindSpeed,WindGust,Pressure,Condition
-86,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-79,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-79,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-93,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-93,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-92,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-90,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-94,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-94,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-92,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-92,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-95,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-95,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-102,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-102,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-89,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-97,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-92,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-92,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-85,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-85,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-79,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-79,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-84,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-83,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-80,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-82,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
-81,2 oct 2019 9 to 10 hrs,66 ,66 ,100 ,ENE,6 ,0 ,28.84 ,Cloudy
